Subject,Board,Tier,Topic,Subtopic,Difficulty,ID,Question,Answer,Notes
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_43,How are muscle cells used for digestion?,(1) Unstriated (smooth) muscle cells control the movement of food through your gut (2) by contracting to squeeze the food along,4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Medium (3-4 marks),b_a_h_1_11_m_10,How are striated muscle cells adapted for their function?,(1) Lots of mitochondria (2) Special proteins that slide over each other (3) Store glycogen (4) Long,4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_44,What is glycogen?,(1) Stored version of glucose (2) that can be broken down and used for energy when needed,4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Medium (3-4 marks),b_a_h_1_11_m_11,How are root hair cells adapted for their function?,(1) Large surface area (2) Mitochondria (3) Large permanent vacuole to increase rate of osmosis,4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Medium (3-4 marks),b_a_h_1_11_m_12,How are photosynthetic cells adapted for their function?,"(1) Chloroplasts which contain chlorophyll 
(2) Arranged in layers in leaves and along outer part of stem to absorb more sunlight 

(3) Large permanent vacuole to keep leaves rigid 
(4) so they can spread out and capture as much light as possible",4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Hard (5-6 marks),b_a_h_1_11_h_6,How is a xylem cell adapted for its function?,"(1) The cells are dead and joined together 
(2) with no end walls between the cells 
(3) so they act as long hollow tubes to transport water and mineral ions 
(4) Lignin between the cell walls make the cell strong 
(5) to withstand water pressure and support the stem",4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_45,Are xylem cells dead?,(1) They are alive at first (2) then die when they mature,4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Hard (5-6 marks),b_a_h_1_11_h_7,How is phloem adapted for its function?,(1) The phloem cells don't have end walls (2) and have a special sieve plate instead (3) This turns them into tubes that can carry water with dissolved food (4) Phloem cells lose a lot of their internal structures to create space (5) They are kept alive by companion cells (6) which produce energy from their mitochondria and transfer it to the phloem,4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_46,How are plant roots adapted for efficient mineral exchange?,"(1) Root hair cells have a large surface area.
(2) Water is constantly moved away from the roots by the transpiration stream, maintaining a steep concentration gradient.",4.1.3.1
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Medium (3-4 marks),b_a_h_1_11_m_13,Why do multicellular organisms require different systems?,"(1) Multicellular organisms cannot rely on simple diffusion alone. 
(2) Gases would take too long to reach every cell. 
(3) Food molecules would take too long to reach every cell. 
(4) Metabolic waste would take too long to leave cells (which could build up and poison them).",4.1.3.1
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Medium (3-4 marks),b_a_h_1_11_m_14,How do fish maintain an efficient gas exchange system?,"(1) Gills are made up of many thin filaments. 
(2) The filaments have a rich blood supply. 
(3) Fish pump water over their gills using the operculum. 
(4) This maintains a constant flow of water, keeping a steep concentration gradient for gas exchange.",4.1.3.1
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Medium (3-4 marks),b_a_h_1_11_m_15,How are plant leaves adapted for efficient gas exchange?,"(1) Leaves are thin, giving a short diffusion distance.
(2) Leaves are flat and have a large surface area.
(3) Stomata allow gases to enter and leave the leaf.
(4) Air spaces inside the leaf increase the surface area for gas exchange.",4.1.3.1
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_47,What’s a tissue? (2),"(1) A group of cells 
(2) with similar structure and function.",4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_48,What’s an organ? (2),"(1) A collection of tissues 
(2) performing a specific function.",4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_49,What’s an organ system? (2),"(1) A collection of organs 
(2) which work together.",4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_50,What does differentiate mean? (1),When cells become specialised to carry out particular jobs.,4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_51,State the levels of organisation in a multicellular organism.,Cells → tissues → organs → organ systems → organisms.,4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Medium (3-4 marks),b_a_h_1_11_m_16,Name three organ systems in the human body.,"Any three of: digestive system, circulatory system, gas exchange/respiratory system, nervous system, endocrine system, reproductive system etc",4.1.1.3
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_52,How many micrometres are in a millimetre?,(1) 1000 micrometres.,1.1.5
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_53,What are the two types of electron microscopes?,"(1) Transmission electron microscope
(2) Scanning electron microscope",1.1.5
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_54,Can you keep electron microscopes anywhere?,"(1) No. 
(2) They must be kept in special temperature, pressure and humidity-controlled rooms.",1.1.5
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Easy (1-2 marks),b_a_h_1_11_e_55,What does resolution mean?,The ability to distinguish between two separate points.,1.1.5
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Medium (3-4 marks),b_a_h_1_11_m_17,What is the difference between the two types of electron microscopes?,"(1) Transmission electron microscopes give 2D images. 
(2) They have very high magnification and resolution. 
(3) Scanning electron microscopes give 3D images. 
(4) SEMs have lower magnification than TEMs.",1.1.5
Biology,AQA,Triple - Higher,1. Cell Biology,1.1 Cell Structure,Hard (5-6 marks),b_a_h_1_11_h_8,What is the difference between light microscopes and electron microscopes?,"(1) Light microscopes can only magnify up to about ×2000. 
(2) Electron microscopes can magnify up to about ×2,000,000. 

(3) Light microscopes are cheaper. 
(4) Electron microscopes are more expensive. 

(5) Light microscopes do not allow you to see all subcellular structures. 
(6) Electron microscopes allow you to see more subcellular structures, such as ribosomes.",1.1.5
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_1,What does dilute mean?,A solution with a low concentration of solute / high concentration of water.,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_2,What does concentrated mean?,A solution with a high concentration of solute / a low concentration of water.,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_3,What’s a solute?,The substance being dissolved.,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_4,What’s a solvent?,The substance that dissolves the solute.,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_5,What’s a solution?,A mixture formed when a solute dissolves in a solvent.,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_6,What’s osmosis?,The movement of water molecules through a partially permeable membrane.,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_7,What does isotonic mean? (1),External solute concentration = internal solute concentration.,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_8,What does hypertonic mean? (1),External solute concentration is higher than internal solute concentration.,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_9,What does hypotonic mean? (1),External solute concentration is lower than internal solute concentration.,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Hard (5-6 marks),b_a_h_1_13_h_1,"What is the difference between isotonic, hypertonic and hypotonic solutions?","(1) Isotonic: external solute concentration = internal solute concentrations
(2) Water moves in and out at the same rate, so no net movement. 

(3) Hypertonic: solute concentration is higher outside, so water moves out of the cell. 
(4) The cell shrivels. 

(5) Hypotonic: external solute concentration is lower, so water moves into the cell. 
(6) The cell swells and may burst.",1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Medium (3-4 marks),b_a_h_1_13_m_1,Why do athletes drink sports drinks instead of water after competing? (3),"(1) Replaces water.
(2) Replaces salts/ions/electrolytes.
(3) Replaces glucose.",1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Hard (5-6 marks),b_a_h_1_13_h_2,What happens if there is an imbalance of ions and water in the body? (6),"(1) Too little water in blood / ion concentration too high.
(2) Cells lose water by osmosis.
(3) Cells shrink.

(4) Too much water in blood / ion concentration too low.
(5) Cells absorb too much water by osmosis.
(6) Cells swell and may burst.",1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_10,How and why are isotonic sports drinks useful after exercise? (2),"(1) Similar concentration of salts + glucose to the body.
(2) Replaces water + salts lost in sweat.",1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Medium (3-4 marks),b_a_h_1_13_m_2,How and why are hypertonic sports drinks useful during intense exercise? (3),"(1) Higher concentration of salts + glucose than blood.
(2) Glucose diffuses from small intestine into blood.
(3) Diffusion = high to low concentration.
(4) More glucose for respiration.",1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Medium (3-4 marks),b_a_h_1_13_m_3,How and why are hypotonic sports drinks useful for rapid rehydration? (4),"(1) Lower concentration of salts + glucose than blood.
(2) More water in small intestine than blood.
(3) Water moves from small intestine into blood by osmosis.
(4) Replaces water quickly.",1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_11,Why would you drink a hypotonic sports drink? (1),For rapid hydration,1.3.2
Biology,AQA,Triple - Higher,1. Cell Biology,1.3 Transport in Cells,Easy (1-2 marks),b_a_h_1_13_e_12,Why would you drink a hypertonic sports drink? (1),For more glucose for respiration.,1.3.2
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_1,What are the three states of matter? (3),"(1) Solid
(2) Liquid
(3) Gas",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_2,What is diffusion? (1),(1) The movement of particles from an area of high concentration to an area of low concentration.,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_3,What is dilution? (1),(1) Adding more solvent (usually water) to a solution,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_4,What is a solution? (1),(1) A mixture of solute and solvent,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_5,What is a solute? (1),(1) The substance being dissolved,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_6,What is a solvent? (1),(1) The substance that dissolves the solute,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_7,What is a saturated solution? (1),(1) A solution containing the maximum amount of solute,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_8,What are the units of solubility? (1),(1) g per 100 g of solvent,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_9,What is solubility? (2),"(1) how much of a substance will dissolve in a given volume of a liquid
(2) g per 100 g of solvent",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_10,What does a solubility curve show? (1),Solubility in g per 100 g of water plotted against temperature,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Easy (1-2 marks),c_e_i_1_1a_e_11,What is the solubility of a solid affected by? (2),"Temperature
The higher the temperature, the more soluble",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Medium (3-4 marks),c_e_i_1_1a_m_1,Explain diffusion in terms of particles. (3),"(1) Particles move randomly
(2) Due to kinetic energy
(3) From an area of high concentration to an area of low concentration",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Medium (3-4 marks),c_e_i_1_1a_m_2,How does temperature affect diffusion? (3),"(1) Higher temperature increases kinetic energy
(2) Particles move faster
(3) Diffusion rate increases",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Medium (3-4 marks),c_e_i_1_1a_m_3,Explain how a solid becomes a liquid. (4),"(1) Temperature increases
(2) Particles gain kinetic energy
(3) Move faster / vibrate more
(4) Until they break away from their positions",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Medium (3-4 marks),c_e_i_1_1a_m_4,Explain how a liquid becomes a gas. (4),"(1) Temperature increases
(2) Particles gain kinetic energy
(3) Move faster / vibrate more
(4) Until they break away from each other completely",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Medium (3-4 marks),c_e_i_1_1a_m_5,A student completes an experiment to show what happens when aqueous ammonia (NH3) and hydrochloric acid (HCl) combined. What happens?,"(1) The particles of ammonia are smaller and lighter than the particles of hydrogen chloride
(2) so they diffuse faster and travel further.
(3) A white ring of ammonium chloride will form closer to the hydrochloric acid.",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Medium (3-4 marks),c_e_i_1_1a_m_6,Describe an experiment that proves diffusion in liquids. (4),"(1) Put potassium manganate (VII) crystals in a beaker of water.
(2) The molecules will diffuse from an area of high concentration (where the crystals are)
(3) to an area of low concentration (the rest of the water)
(4) The liquid will turn purple.

Note: any experiment will work.",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Medium (3-4 marks),c_e_i_1_1a_m_7,What is the solubility of a gas affected by? (3),"Temperature and pressure
The higher the temperature, the more soluble
As pressure increases, gases become more soluble",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Hard (5-6 marks),c_e_i_1_1a_h_1,Describe the properties of a solid? (6),"(1) Strong forces of attraction hold the particles together.
(2) They have a definite shape and (3) a definite volume
(4) Lattice arrangement 
(5) Dense
(6) The particles vibrate in their position",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Hard (5-6 marks),c_e_i_1_1a_h_2,Describe the properties of a liquid? (5),"(1) Weak forces of attraction hold the particles together.
(2) They have a indefinite shape and (3) a definite volume
(4) Randomly arranged but stick close together
(5) The particles are constantly moving randomly",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Hard (5-6 marks),c_e_i_1_1a_h_3,Describe the properties of a gas? (6),"(1) Very weak forces of attraction
(2) They have a indefinite shape and (3) a indefinite volume
(4) Randomly arranged but will always fill a container
(5) The particles are constantly moving (6) randomly",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Hard (5-6 marks),c_e_i_1_1a_h_4,Name the different changes in states of matter. (5),"(1) liquid → gas: evaporation
(2) liquid → solid: solidification
(3) solid → liquid: melting
(4) solid → gas: subliming
(5) gas → liquid: condensation",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Hard (5-6 marks),c_e_i_1_1a_h_5,Explain how a gas becomes a liquid. (5),"(1) Temperature decreases
(2) Particles lose kinetic energy
(3) Move slower
(4) Come closer together
(5) Forces of attraction increase",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Hard (5-6 marks),c_e_i_1_1a_h_6,Describe how to investigate solubility at different temperatures. (6),"(1) Weigh empty evaporating basin / record mass
(2) Heat water to just above 30°C
(3) Add solute you are testing
(4) Stir until no more dissolves / excess solid remains / solution is saturated
(5) Cool solution to exactly 30°C
(6) Pour clear solution into evaporating basin (avoid transferring undissolved crystals)
(7) Weigh basin + solution / record total mass
(8) Heat gently to evaporate water
(9) Cool and reweigh
(10) Repeat heating, cooling and weighing until mass is constant
(11) Use recorded masses to calculate solubility",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Hard (5-6 marks),c_e_i_1_1a_h_7,Explain how a liquid becomes a solid. (6),"(1) Temperature decreases
(2) Particles lose kinetic energy
(3) Move slower
(4) Come closer together
(5) Forces of attraction increase
(6) Until strong bond formed",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1a. States of Matter,Hard (5-6 marks),c_e_i_1_1a_h_8,Describe an experiment that proves diffusion using bromine gas. (6),"(1) Bromine is brown and smells really strong.
(2) Half-fill a gas jar with bromine gas, and the other with air
(3) Separate the glass plate in the middle
(4) The bromine particles will move from an area of high concentration (where it is) to an area of low concentration (the side with air).
(5) And the air particles will from from an area of high concentration (where it is) to an area of low concentration (the side with bromine gas).
(6) You will get a lighter coloured gas which shows diffusion.",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Easy (1-2 marks),c_e_i_1_1b_e_1,What is an atom? (1),(1) Smallest particle of an element,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Easy (1-2 marks),c_e_i_1_1b_e_2,What subatomic particles are in an atom? (3),"(1) Protons
(2) Neutrons
(3) Electrons",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Easy (1-2 marks),c_e_i_1_1b_e_3,What charge do atoms have? (1),(1) Neutral,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Easy (1-2 marks),c_e_i_1_1b_e_4,What is an ion?,(1) A charged particle formed by gaining or losing electrons,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Easy (1-2 marks),c_e_i_1_1b_e_5,What is an element?,(1) A substance made of one type of atom,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Easy (1-2 marks),c_e_i_1_1b_e_6,What is a molecule?,(1) Two or more atoms joined together,
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Easy (1-2 marks),c_e_i_1_1b_e_7,What is an isotope?,"(1) Atoms with same number of protons
(2) Different number of neutrons",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Medium (3-4 marks),c_e_i_1_1b_m_1,Describe the structure of an atom.,"(1) Nucleus contains protons and neutrons
(2) Electrons in shells around nucleus
(3) Nucleus is small and dense
(4) Most mass is in nucleus",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Medium (3-4 marks),c_e_i_1_1b_m_2,What is the difference between atomic number and mass number?,"(1) Atomic number = number of protons
(2) Mass number = protons + neutrons
(3) Identifies element
(4) Determines isotope",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Medium (3-4 marks),c_e_i_1_1b_m_3,Why is relative atomic mass not a whole number?,"(1) It is an average
(2) Based on isotopes
(3) Different abundances",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,"1b. Elements, compounds and mixtures",Hard (5-6 marks),c_e_i_1_1b_h_1,Calculate relative atomic mass from isotope data.,"(1) Multiply mass × abundance
(2) Add totals
(3) Divide by total abundance
(4) Gives weighted mean
(5) Reflects isotope proportions
(6) Round appropriately",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1c. Atomic structure,Medium (3-4 marks),c_e_i_1_1c_m_1,"What is the relative charge of a proton, neutron and electron? (3)","(1) Protons are +1
(2) Neutrons are 0
(3) Electrons are -1",
Chemistry,Edexcel,International (iGCSE) - Triple,1. Principles of chemistry,1c. Atomic structure,Medium (3-4 marks),c_e_i_1_1c_m_2,"What is the relative mass of a proton, neutron and electron? (3)","(1) Protons are 1
(2) Neutrons are 1
(3) Electrons are 0.0005",
